#
# This work is licensed under the Creative Commons 
# Attribution-NoDerivatives 4.0 International License. 
# To view a copy of this license, visit 
# http://creativecommons.org/licenses/by-nd/4.0/.
#
#     f (MHz)   A (dB m^2) 
  1.17656e+09     -80.8762
  1.17688e+09     -81.0237
  1.17719e+09     -81.5494
   1.1775e+09     -81.7584
  1.17781e+09     -82.0838
  1.17812e+09      -81.693
  1.17844e+09     -82.0893
  1.17875e+09     -82.5806
  1.17906e+09     -82.6083
  1.17938e+09     -82.7086
  1.17969e+09     -82.6604
     1.18e+09     -82.8729
  1.18031e+09     -82.8209
  1.18062e+09     -82.9442
  1.18094e+09     -83.2667
  1.18125e+09     -83.2315
  1.18156e+09     -83.1224
  1.18188e+09     -82.7902
  1.18219e+09     -83.3777
   1.1825e+09     -83.6611
  1.18281e+09     -83.3281
  1.18312e+09     -83.3325
  1.18344e+09     -83.3214
  1.18375e+09     -83.1036
  1.18406e+09     -82.9236
  1.18438e+09     -82.8477
  1.18469e+09     -82.7108
    1.185e+09     -82.9013
  1.18531e+09     -82.7921
  1.18562e+09     -82.4031
  1.18594e+09     -82.4519
  1.18625e+09     -81.9409
  1.18656e+09     -81.9339
  1.18688e+09     -81.5739
  1.18719e+09     -81.3859
   1.1875e+09     -80.9751
  1.18781e+09     -80.1604
  1.18812e+09     -79.2956
  1.18844e+09     -78.2066
  1.18875e+09     -77.1947
  1.18906e+09     -94.2845
  1.18938e+09     -76.4995
  1.18969e+09     -76.7749
     1.19e+09      -81.034
  1.19031e+09     -85.0492
  1.19062e+09     -90.5381
  1.19094e+09     -97.5083
  1.19125e+09     -100.546
  1.19156e+09     -97.8633
  1.19188e+09     -98.1724
  1.19219e+09     -98.2581
   1.1925e+09     -96.3214
  1.19281e+09     -96.6718
  1.19312e+09     -94.0574
  1.19344e+09     -96.4664
  1.19375e+09     -95.4214
  1.19406e+09     -94.2653
  1.19438e+09      -94.547
  1.19469e+09     -94.8375
    1.195e+09      -92.244
  1.19531e+09     -94.8197
  1.19562e+09     -93.2845
  1.19594e+09     -95.1257
  1.19625e+09     -95.1069
  1.19656e+09     -95.6395
  1.19688e+09     -94.0467
  1.19719e+09     -93.7444
   1.1975e+09     -95.1177
  1.19781e+09     -94.9126
  1.19812e+09     -96.5333
  1.19844e+09     -94.3804
  1.19875e+09     -97.0346
  1.19906e+09     -98.5112
  1.19938e+09     -95.5159
  1.19969e+09     -96.6949
      1.2e+09     -94.9865
  1.20031e+09     -96.2327
  1.20062e+09     -94.6952
  1.20094e+09     -95.7375
  1.20125e+09     -94.8201
  1.20156e+09     -98.2488
  1.20188e+09     -96.0399
  1.20219e+09     -94.8918
   1.2025e+09     -95.6457
  1.20281e+09     -94.9578
  1.20312e+09     -96.3175
  1.20344e+09     -97.4894
  1.20375e+09     -96.4153
  1.20406e+09     -97.5626
  1.20438e+09     -95.1769
  1.20469e+09     -96.8858
    1.205e+09     -95.1493
  1.20531e+09     -96.6415
  1.20562e+09     -94.4661
  1.20594e+09     -97.1655
  1.20625e+09     -97.4819
  1.20656e+09     -96.9354
  1.20688e+09     -97.0752
  1.20719e+09     -97.8954
   1.2075e+09     -98.8059
  1.20781e+09     -98.9327
  1.20812e+09     -98.6545
  1.20844e+09     -100.982
  1.20875e+09     -101.335
  1.20906e+09     -99.1539
  1.20938e+09     -101.503
  1.20969e+09     -105.138
     1.21e+09     -102.279
  1.21031e+09     -103.424
  1.21062e+09     -103.265
  1.21094e+09     -103.748
  1.21125e+09     -102.563
  1.21156e+09     -104.955
  1.21188e+09     -103.255
  1.21219e+09     -100.497
   1.2125e+09     -98.9817
  1.21281e+09     -97.1129
  1.21312e+09     -94.4819
  1.21344e+09     -94.8186
  1.21375e+09     -95.3121
  1.21406e+09     -92.3261
  1.21438e+09      -91.105
  1.21469e+09     -89.3365
