#
# AEG Box Test Suite by I. D. Flintoft, L. Dawson, J. F. Dawson and A. C. Marvin is 
# licensed under a Creative Commons Attribution 4.0 International License.
# Based on a work at https://bitbucket.org/uoyaeg/aegboxts.
#
# If you use or make derivatives of the test suite please attribute the original
# work to I. D. Flintoft, L. Dawson, J. F. Dawson and A. C. Marvin, Applied
# Electromagnetics Group, Department of Electronics, University of York, UK.
#
#     f (MHz)   A (dB m^2) 
  1.22625e+09     -55.2209
  1.22656e+09     -54.9321
  1.22688e+09     -54.6327
  1.22719e+09     -54.5577
   1.2275e+09     -54.3882
  1.22781e+09     -54.0845
  1.22812e+09      -54.023
  1.22844e+09      -53.835
  1.22875e+09     -53.7278
  1.22906e+09     -53.6653
  1.22938e+09     -53.5362
  1.22969e+09     -53.4284
     1.23e+09     -53.3782
  1.23031e+09     -53.3203
  1.23062e+09     -53.2056
  1.23094e+09     -53.2174
  1.23125e+09       -53.09
  1.23156e+09     -52.8279
  1.23188e+09     -52.8851
  1.23219e+09     -52.7391
   1.2325e+09     -52.7725
  1.23281e+09     -52.6166
  1.23312e+09     -52.4295
  1.23344e+09     -52.3948
  1.23375e+09     -52.1475
  1.23406e+09     -51.9891
  1.23438e+09     -51.8503
  1.23469e+09     -51.5891
    1.235e+09     -51.3308
  1.23531e+09     -51.0347
  1.23562e+09     -50.8531
  1.23594e+09     -50.5389
  1.23625e+09     -50.2584
  1.23656e+09     -49.9667
  1.23688e+09     -49.6056
  1.23719e+09     -49.2953
   1.2375e+09     -49.0382
  1.23781e+09     -48.6372
  1.23812e+09     -48.4278
  1.23844e+09     -48.0906
  1.23875e+09     -47.7472
  1.23906e+09      -47.472
  1.23938e+09     -47.1425
  1.23969e+09     -46.8947
     1.24e+09      -46.596
  1.24031e+09      -46.438
  1.24062e+09      -46.236
  1.24094e+09     -46.0258
  1.24125e+09     -45.8485
  1.24156e+09     -45.7169
  1.24188e+09     -45.6129
  1.24219e+09     -45.4819
   1.2425e+09     -45.4027
  1.24281e+09     -45.3744
  1.24312e+09     -45.3231
  1.24344e+09     -45.3138
  1.24375e+09      -45.299
  1.24406e+09     -45.3181
  1.24438e+09      -45.273
  1.24469e+09     -45.2852
    1.245e+09     -45.3364
  1.24531e+09     -45.3691
  1.24562e+09     -45.3786
  1.24594e+09     -45.4218
  1.24625e+09     -45.4783
  1.24656e+09       -45.48
  1.24688e+09     -45.5199
  1.24719e+09     -45.5924
   1.2475e+09     -45.6392
  1.24781e+09     -45.6937
  1.24812e+09     -45.7056
  1.24844e+09     -45.7791
  1.24875e+09     -45.8571
  1.24906e+09     -45.9619
  1.24938e+09     -46.0245
  1.24969e+09     -46.1081
     1.25e+09     -46.1765
  1.25031e+09     -46.2918
  1.25062e+09     -46.3719
  1.25094e+09     -46.4509
