#
# AEG Box Test Suite by I. D. Flintoft, L. Dawson, J. F. Dawson and A. C. Marvin is 
# licensed under a Creative Commons Attribution 4.0 International License.
# Based on a work at https://bitbucket.org/uoyaeg/aegboxts.
#
# If you use or make derivatives of the test suite please attribute the original
# work to I. D. Flintoft, L. Dawson, J. F. Dawson and A. C. Marvin, Applied
# Electromagnetics Group, Department of Electronics, University of York, UK.
#
#     f (MHz)   A (dB m^2) 
  1.14969e+09     -45.4628
     1.15e+09     -45.4743
  1.15031e+09     -45.5776
  1.15062e+09     -45.6403
  1.15094e+09     -45.7161
  1.15125e+09     -45.7878
  1.15156e+09      -45.812
  1.15188e+09      -45.907
  1.15219e+09     -45.9124
   1.1525e+09     -45.9135
  1.15281e+09     -45.9652
  1.15312e+09     -46.0143
  1.15344e+09     -46.0007
  1.15375e+09     -46.0244
  1.15406e+09     -45.9685
  1.15438e+09     -45.9603
  1.15469e+09     -45.9687
    1.155e+09     -45.9408
  1.15531e+09     -45.9441
  1.15562e+09     -45.9088
  1.15594e+09      -45.879
  1.15625e+09     -45.8461
  1.15656e+09     -45.7725
  1.15688e+09     -45.7529
  1.15719e+09     -45.7467
   1.1575e+09     -45.7065
  1.15781e+09     -45.7349
  1.15812e+09     -45.6496
  1.15844e+09     -45.6265
  1.15875e+09     -45.6188
  1.15906e+09      -45.601
  1.15938e+09      -45.631
  1.15969e+09     -45.6243
     1.16e+09     -45.6037
  1.16031e+09     -45.6806
  1.16062e+09     -45.6948
  1.16094e+09     -45.7705
  1.16125e+09     -45.7975
  1.16156e+09     -45.8225
  1.16188e+09     -45.8293
  1.16219e+09     -45.8646
   1.1625e+09     -45.8772
  1.16281e+09     -45.9278
  1.16312e+09     -45.9122
  1.16344e+09     -45.9524
  1.16375e+09     -45.9421
  1.16406e+09     -45.9814
  1.16438e+09     -45.9893
  1.16469e+09     -45.9758
    1.165e+09     -45.9018
  1.16531e+09     -45.9189
  1.16562e+09     -45.9213
  1.16594e+09     -45.8343
  1.16625e+09     -45.8655
  1.16656e+09     -45.8101
  1.16688e+09     -45.7528
  1.16719e+09     -45.7299
   1.1675e+09      -45.649
  1.16781e+09     -45.5989
  1.16812e+09     -45.5705
  1.16844e+09     -45.4981
  1.16875e+09     -45.5034
  1.16906e+09     -45.4299
  1.16938e+09     -45.4164
  1.16969e+09     -45.3159
     1.17e+09      -45.344
  1.17031e+09     -45.3027
  1.17062e+09     -45.2595
  1.17094e+09     -45.2419
  1.17125e+09     -45.2387
  1.17156e+09     -45.2226
  1.17188e+09     -45.2303
  1.17219e+09     -45.2409
   1.1725e+09     -45.2704
  1.17281e+09     -45.2944
  1.17312e+09     -45.3283
  1.17344e+09     -45.3055
  1.17375e+09     -45.3862
  1.17406e+09     -45.4118
  1.17438e+09     -45.4216
  1.17469e+09     -45.4542
    1.175e+09     -45.5184
  1.17531e+09      -45.511
  1.17562e+09     -45.5184
  1.17594e+09     -45.5689
  1.17625e+09     -45.5659
  1.17656e+09     -45.5856
  1.17688e+09     -45.5765
  1.17719e+09     -45.6253
   1.1775e+09     -45.5925
  1.17781e+09     -45.5648
  1.17812e+09     -45.6043
  1.17844e+09     -45.5757
  1.17875e+09     -45.5575
  1.17906e+09     -45.5705
  1.17938e+09     -45.5486
  1.17969e+09     -45.5304
     1.18e+09     -45.5242
  1.18031e+09     -45.4478
  1.18062e+09     -45.4469
  1.18094e+09      -45.496
  1.18125e+09     -45.4171
  1.18156e+09       -45.44
  1.18188e+09     -45.4592
  1.18219e+09     -45.4293
   1.1825e+09     -45.4312
  1.18281e+09     -45.4779
  1.18312e+09     -45.5004
  1.18344e+09     -45.5076
  1.18375e+09     -45.5695
  1.18406e+09     -45.5985
  1.18438e+09     -45.6546
  1.18469e+09      -45.723
    1.185e+09     -45.7801
  1.18531e+09     -45.8258
  1.18562e+09     -45.9497
  1.18594e+09     -46.0123
  1.18625e+09     -46.0363
  1.18656e+09     -46.1392
  1.18688e+09       -46.19
  1.18719e+09     -46.2593
   1.1875e+09     -46.2869
  1.18781e+09     -46.3841
  1.18812e+09     -46.4598
  1.18844e+09     -46.5409
  1.18875e+09     -46.5689
  1.18906e+09     -46.5818
  1.18938e+09     -46.6294
  1.18969e+09     -46.7021
     1.19e+09     -46.7246
  1.19031e+09     -46.7033
  1.19062e+09     -46.7065
  1.19094e+09     -46.7263
  1.19125e+09      -46.796
  1.19156e+09     -46.7771
  1.19188e+09     -46.8022
  1.19219e+09     -46.7923
   1.1925e+09     -46.8374
  1.19281e+09      -46.841
  1.19312e+09     -46.7744
  1.19344e+09     -46.8393
  1.19375e+09     -46.8563
  1.19406e+09     -46.8566
