#
# This work is licensed under the Creative Commons 
# Attribution-NoDerivatives 4.0 International License. 
# To view a copy of this license, visit 
# http://creativecommons.org/licenses/by-nd/4.0/.
#
#     f (MHz)   A (dB m^2) 
  1.12219e+09     -49.2463
   1.1225e+09      -49.422
  1.12281e+09     -49.4563
  1.12312e+09     -49.5022
  1.12344e+09     -49.5956
  1.12375e+09     -49.6386
  1.12406e+09     -49.6449
  1.12438e+09     -49.7307
  1.12469e+09     -49.6933
    1.125e+09     -49.7347
  1.12531e+09     -49.7648
  1.12562e+09     -49.8816
  1.12594e+09     -49.8371
  1.12625e+09     -49.9913
  1.12656e+09     -50.0966
  1.12688e+09     -50.0979
  1.12719e+09     -50.2599
   1.1275e+09     -50.3287
  1.12781e+09     -50.3421
  1.12812e+09     -50.5624
  1.12844e+09     -50.5884
  1.12875e+09     -50.5823
  1.12906e+09     -50.7094
  1.12938e+09     -50.7514
  1.12969e+09     -50.8008
     1.13e+09     -50.7898
  1.13031e+09     -50.8261
  1.13062e+09     -50.8054
  1.13094e+09     -50.7943
  1.13125e+09     -50.7281
  1.13156e+09     -50.7509
  1.13188e+09     -50.7327
  1.13219e+09     -50.6554
   1.1325e+09     -50.5157
  1.13281e+09     -50.4005
  1.13312e+09     -50.2884
  1.13344e+09     -50.2565
  1.13375e+09     -50.0587
  1.13406e+09     -49.8828
  1.13438e+09     -49.7633
  1.13469e+09     -49.6299
    1.135e+09     -49.4306
  1.13531e+09     -49.3061
  1.13562e+09     -49.0891
  1.13594e+09     -48.9199
  1.13625e+09     -48.7049
  1.13656e+09     -48.6051
  1.13688e+09     -48.3901
  1.13719e+09     -48.2375
   1.1375e+09     -48.0166
  1.13781e+09     -47.8226
  1.13812e+09     -47.6856
  1.13844e+09     -47.4851
  1.13875e+09     -47.2661
  1.13906e+09     -47.1022
  1.13938e+09     -46.9268
  1.13969e+09     -46.7699
     1.14e+09     -46.5419
  1.14031e+09     -46.4337
  1.14062e+09     -46.2424
  1.14094e+09     -46.0456
  1.14125e+09     -45.8565
  1.14156e+09     -45.7096
  1.14188e+09     -45.4677
  1.14219e+09     -45.3742
   1.1425e+09     -45.1897
  1.14281e+09     -45.0239
  1.14312e+09     -44.8939
  1.14344e+09     -44.7253
  1.14375e+09     -44.5888
  1.14406e+09     -44.4935
  1.14438e+09     -44.3325
  1.14469e+09     -44.2574
    1.145e+09     -44.1726
  1.14531e+09     -44.0923
  1.14562e+09     -44.0568
  1.14594e+09     -43.9487
  1.14625e+09     -43.9185
  1.14656e+09     -43.9208
  1.14688e+09     -43.9207
  1.14719e+09     -43.9594
   1.1475e+09     -43.9651
  1.14781e+09     -44.0383
  1.14812e+09     -44.1382
  1.14844e+09     -44.2373
  1.14875e+09     -44.3535
  1.14906e+09     -44.4974
  1.14938e+09     -44.6467
  1.14969e+09      -44.791
     1.15e+09     -44.9577
  1.15031e+09     -45.1792
  1.15062e+09      -45.355
  1.15094e+09     -45.5315
  1.15125e+09     -45.7406
  1.15156e+09     -45.8754
  1.15188e+09     -46.0534
  1.15219e+09     -46.1812
   1.1525e+09     -46.2729
  1.15281e+09     -46.3947
  1.15312e+09     -46.3935
  1.15344e+09     -46.4189
  1.15375e+09     -46.4183
  1.15406e+09     -46.3897
  1.15438e+09     -46.4009
  1.15469e+09     -46.2798
    1.155e+09     -46.2464
  1.15531e+09     -46.1659
  1.15562e+09     -46.0915
  1.15594e+09     -46.0012
  1.15625e+09     -45.8762
  1.15656e+09     -45.7735
  1.15688e+09     -45.6842
  1.15719e+09     -45.5927
   1.1575e+09     -45.4997
  1.15781e+09     -45.4245
  1.15812e+09     -45.3423
  1.15844e+09      -45.264
  1.15875e+09     -45.1622
  1.15906e+09     -45.1771
  1.15938e+09     -45.1168
  1.15969e+09     -45.0745
     1.16e+09      -45.059
  1.16031e+09     -44.9691
  1.16062e+09     -44.9643
  1.16094e+09     -44.9666
  1.16125e+09     -44.9579
  1.16156e+09     -44.9693
  1.16188e+09     -44.9094
  1.16219e+09     -44.8338
   1.1625e+09     -44.8496
  1.16281e+09     -44.8374
  1.16312e+09     -44.8152
  1.16344e+09     -44.7887
  1.16375e+09     -44.7836
  1.16406e+09     -44.7149
  1.16438e+09     -44.6708
  1.16469e+09     -44.6886
    1.165e+09     -44.5726
  1.16531e+09     -44.5433
  1.16562e+09     -44.4561
  1.16594e+09     -44.3829
  1.16625e+09     -44.3329
  1.16656e+09     -44.2584
  1.16688e+09     -44.1915
  1.16719e+09     -44.0623
   1.1675e+09     -43.9698
  1.16781e+09     -43.9084
  1.16812e+09     -43.8294
  1.16844e+09     -43.7302
  1.16875e+09     -43.6776
  1.16906e+09     -43.6025
  1.16938e+09     -43.5222
  1.16969e+09     -43.4434
     1.17e+09     -43.4116
  1.17031e+09     -43.3458
  1.17062e+09     -43.3004
  1.17094e+09      -43.275
  1.17125e+09     -43.2687
  1.17156e+09     -43.2315
  1.17188e+09     -43.2386
  1.17219e+09     -43.2153
   1.1725e+09     -43.2523
  1.17281e+09     -43.2741
  1.17312e+09     -43.3109
  1.17344e+09     -43.3139
  1.17375e+09     -43.3445
  1.17406e+09     -43.4503
  1.17438e+09     -43.4423
  1.17469e+09     -43.5054
    1.175e+09     -43.5204
  1.17531e+09     -43.5401
  1.17562e+09     -43.6156
  1.17594e+09      -43.701
  1.17625e+09     -43.6831
  1.17656e+09     -43.7473
  1.17688e+09     -43.8041
  1.17719e+09     -43.8443
   1.1775e+09     -43.8613
  1.17781e+09     -43.8936
  1.17812e+09      -43.871
  1.17844e+09      -43.994
  1.17875e+09     -43.9566
  1.17906e+09     -44.0014
  1.17938e+09     -44.0529
  1.17969e+09     -44.0708
     1.18e+09     -44.0968
  1.18031e+09     -44.1512
  1.18062e+09     -44.2063
  1.18094e+09     -44.2353
  1.18125e+09     -44.2755
  1.18156e+09     -44.3287
  1.18188e+09     -44.3977
  1.18219e+09       -44.46
   1.1825e+09     -44.4719
  1.18281e+09      -44.597
  1.18312e+09     -44.6915
  1.18344e+09     -44.7674
  1.18375e+09     -44.8005
  1.18406e+09     -44.9557
  1.18438e+09     -45.0768
  1.18469e+09      -45.173
    1.185e+09       -45.24
  1.18531e+09     -45.3415
  1.18562e+09     -45.4752
  1.18594e+09     -45.5891
  1.18625e+09     -45.7431
  1.18656e+09     -45.7765
  1.18688e+09     -45.8983
  1.18719e+09     -45.9388
   1.1875e+09     -46.0624
  1.18781e+09     -46.1187
  1.18812e+09     -46.2128
  1.18844e+09     -46.2234
  1.18875e+09     -46.3181
  1.18906e+09     -46.3374
  1.18938e+09     -46.3773
  1.18969e+09     -46.4202
     1.19e+09     -46.4646
  1.19031e+09     -46.3989
  1.19062e+09     -46.4392
  1.19094e+09     -46.4274
  1.19125e+09     -46.4596
  1.19156e+09     -46.4191
  1.19188e+09     -46.3757
  1.19219e+09     -46.3945
   1.1925e+09      -46.335
  1.19281e+09     -46.2627
  1.19312e+09     -46.2597
  1.19344e+09     -46.2275
  1.19375e+09     -46.2648
  1.19406e+09     -46.2201
  1.19438e+09     -46.1977
  1.19469e+09     -46.1626
    1.195e+09      -46.139
  1.19531e+09     -46.1323
  1.19562e+09     -46.1221
  1.19594e+09     -46.1328
  1.19625e+09      -46.118
  1.19656e+09     -46.1474
  1.19688e+09     -46.1081
  1.19719e+09     -46.1158
   1.1975e+09     -46.1747
  1.19781e+09     -46.1262
  1.19812e+09     -46.1489
  1.19844e+09     -46.0965
  1.19875e+09     -46.1754
  1.19906e+09     -46.1762
  1.19938e+09     -46.2392
  1.19969e+09     -46.2008
      1.2e+09     -46.1603
  1.20031e+09     -46.1792
  1.20062e+09     -46.1707
  1.20094e+09     -46.1655
  1.20125e+09     -46.0929
  1.20156e+09     -46.1035
  1.20188e+09     -46.0912
  1.20219e+09     -46.0395
   1.2025e+09     -46.0045
  1.20281e+09     -45.9452
  1.20312e+09     -45.9643
  1.20344e+09     -45.8465
  1.20375e+09     -45.7835
  1.20406e+09     -45.7346
  1.20438e+09     -45.7523
  1.20469e+09     -45.6709
    1.205e+09     -45.6284
  1.20531e+09     -45.5753
  1.20562e+09     -45.5205
  1.20594e+09     -45.4659
  1.20625e+09     -45.4292
  1.20656e+09     -45.3894
  1.20688e+09     -45.3786
  1.20719e+09     -45.3206
   1.2075e+09     -45.3313
  1.20781e+09     -45.3309
  1.20812e+09     -45.2833
  1.20844e+09     -45.3078
  1.20875e+09     -45.2629
  1.20906e+09     -45.2791
  1.20938e+09     -45.2781
  1.20969e+09     -45.2841
     1.21e+09     -45.3053
  1.21031e+09     -45.2767
  1.21062e+09      -45.293
  1.21094e+09     -45.3349
  1.21125e+09     -45.3581
  1.21156e+09     -45.3241
  1.21188e+09     -45.3946
  1.21219e+09     -45.4172
   1.2125e+09     -45.4346
  1.21281e+09     -45.4486
  1.21312e+09     -45.4372
  1.21344e+09     -45.4624
  1.21375e+09     -45.4984
  1.21406e+09     -45.4678
  1.21438e+09     -45.4635
  1.21469e+09     -45.4843
    1.215e+09     -45.5072
  1.21531e+09     -45.4751
  1.21562e+09     -45.4699
  1.21594e+09     -45.4202
  1.21625e+09     -45.4484
  1.21656e+09     -45.4174
  1.21688e+09     -45.3985
  1.21719e+09     -45.3994
   1.2175e+09     -45.3958
  1.21781e+09     -45.3715
  1.21812e+09     -45.3385
  1.21844e+09      -45.308
  1.21875e+09     -45.2972
  1.21906e+09      -45.312
  1.21938e+09     -45.3048
  1.21969e+09     -45.3105
     1.22e+09     -45.3275
  1.22031e+09      -45.301
  1.22062e+09     -45.2866
  1.22094e+09     -45.3337
  1.22125e+09      -45.387
  1.22156e+09     -45.4149
  1.22188e+09     -45.4437
  1.22219e+09     -45.4683
   1.2225e+09     -45.5384
  1.22281e+09     -45.5828
  1.22312e+09     -45.6492
  1.22344e+09     -45.7448
  1.22375e+09     -45.7539
  1.22406e+09     -45.8325
  1.22438e+09     -45.8964
  1.22469e+09     -45.9858
    1.225e+09     -46.0556
  1.22531e+09     -46.1074
  1.22562e+09     -46.1695
  1.22594e+09     -46.2726
  1.22625e+09     -46.3259
  1.22656e+09     -46.3898
  1.22688e+09     -46.5088
  1.22719e+09      -46.529
   1.2275e+09     -46.6217
  1.22781e+09     -46.6388
  1.22812e+09     -46.7342
  1.22844e+09     -46.7505
  1.22875e+09     -46.8239
  1.22906e+09     -46.8893
  1.22938e+09     -46.9441
  1.22969e+09      -46.967
     1.23e+09      -47.067
  1.23031e+09     -47.1535
  1.23062e+09     -47.2181
  1.23094e+09      -47.329
  1.23125e+09     -47.3456
  1.23156e+09     -47.4914
  1.23188e+09     -47.5589
  1.23219e+09     -47.6937
   1.2325e+09      -47.787
  1.23281e+09     -47.9664
  1.23312e+09     -48.0761
  1.23344e+09     -48.1921
  1.23375e+09     -48.2737
  1.23406e+09     -48.4196
  1.23438e+09     -48.5434
  1.23469e+09     -48.7109
    1.235e+09      -48.921
  1.23531e+09     -48.9957
  1.23562e+09     -49.1888
  1.23594e+09     -49.3705
  1.23625e+09     -49.5208
  1.23656e+09     -49.6247
  1.23688e+09     -49.8673
  1.23719e+09     -49.9742
   1.2375e+09     -50.1056
  1.23781e+09     -50.2253
  1.23812e+09     -50.3999
  1.23844e+09     -50.4676
  1.23875e+09     -50.5866
  1.23906e+09     -50.6551
  1.23938e+09     -50.8117
  1.23969e+09     -50.8673
     1.24e+09     -50.9537
  1.24031e+09     -51.0429
  1.24062e+09     -51.1632
  1.24094e+09     -51.2472
  1.24125e+09     -51.3152
  1.24156e+09     -51.4589
  1.24188e+09     -51.5965
  1.24219e+09     -51.6226
   1.2425e+09     -51.7775
  1.24281e+09     -51.8996
  1.24312e+09     -51.9898
  1.24344e+09     -51.9959
  1.24375e+09     -52.1295
  1.24406e+09     -52.2266
  1.24438e+09     -52.2694
  1.24469e+09     -52.3842
    1.245e+09     -52.3938
  1.24531e+09     -52.4723
  1.24562e+09     -52.6096
  1.24594e+09     -52.7506
  1.24625e+09     -52.9488
  1.24656e+09     -53.0492
  1.24688e+09     -53.0829
  1.24719e+09     -53.2169
   1.2475e+09     -53.3353
  1.24781e+09     -53.5465
  1.24812e+09     -53.5864
  1.24844e+09      -53.743
  1.24875e+09      -53.882
  1.24906e+09     -53.7908
  1.24938e+09     -53.9521
  1.24969e+09     -54.0355
     1.25e+09      -54.096
  1.25031e+09     -54.1606
  1.25062e+09     -54.2511
  1.25094e+09      -54.296
  1.25125e+09     -54.3721
  1.25156e+09     -54.3695
  1.25188e+09     -54.5258
  1.25219e+09     -54.4893
   1.2525e+09      -54.524
  1.25281e+09     -54.4811
  1.25312e+09     -54.5741
  1.25344e+09     -54.5699
  1.25375e+09     -54.5161
  1.25406e+09     -54.6197
  1.25438e+09     -54.5849
  1.25469e+09     -54.5519
    1.255e+09     -54.6396
  1.25531e+09     -54.6317
  1.25562e+09     -54.5735
  1.25594e+09     -54.6424
  1.25625e+09     -54.7165
  1.25656e+09     -54.6369
  1.25688e+09     -54.7499
  1.25719e+09     -54.7231
   1.2575e+09     -54.6729
  1.25781e+09     -54.7299
  1.25812e+09     -54.9025
  1.25844e+09      -54.825
  1.25875e+09     -54.8463
  1.25906e+09     -54.9409
  1.25938e+09      -55.082
  1.25969e+09     -54.9728
