#
# This work is licensed under the Creative Commons 
# Attribution-NoDerivatives 4.0 International License. 
# To view a copy of this license, visit 
# http://creativecommons.org/licenses/by-nd/4.0/.
#
#     f (MHz)   A (dB m^2) 
  1.15125e+09     -100.637
  1.15156e+09     -101.172
  1.15188e+09     -102.915
  1.15219e+09     -101.142
   1.1525e+09     -100.871
  1.15281e+09       -101.3
  1.15312e+09     -106.164
  1.15344e+09     -109.892
  1.15375e+09     -113.877
  1.15406e+09      -101.66
  1.15438e+09     -106.883
  1.15469e+09     -104.876
    1.155e+09     -100.781
  1.15531e+09      -96.004
  1.15562e+09     -101.091
  1.15594e+09     -100.769
  1.15625e+09     -104.756
  1.15656e+09     -103.455
  1.15688e+09     -101.112
  1.15719e+09     -102.008
   1.1575e+09     -102.225
  1.15781e+09     -102.448
  1.15812e+09     -100.363
  1.15844e+09     -100.468
  1.15875e+09     -103.429
  1.15906e+09     -99.8548
  1.15938e+09     -99.0719
  1.15969e+09     -100.147
     1.16e+09     -97.7138
  1.16031e+09     -98.2651
  1.16062e+09     -97.9894
  1.16094e+09     -97.4255
  1.16125e+09     -97.5127
  1.16156e+09     -96.7798
  1.16188e+09     -96.4667
  1.16219e+09     -96.6559
   1.1625e+09     -95.9479
  1.16281e+09     -94.6994
  1.16312e+09     -95.5715
  1.16344e+09     -94.8741
  1.16375e+09     -94.0802
  1.16406e+09      -94.999
  1.16438e+09      -94.679
  1.16469e+09     -95.0891
    1.165e+09     -95.7681
  1.16531e+09     -94.7606
  1.16562e+09     -97.1651
  1.16594e+09     -95.1799
  1.16625e+09     -96.0394
  1.16656e+09     -94.9802
  1.16688e+09     -97.8741
  1.16719e+09     -96.0167
   1.1675e+09     -95.6302
  1.16781e+09     -94.8641
  1.16812e+09     -95.6618
  1.16844e+09      -96.581
  1.16875e+09     -97.7528
  1.16906e+09     -97.6974
  1.16938e+09     -96.0393
  1.16969e+09     -96.7012
     1.17e+09      -99.713
  1.17031e+09     -99.1059
  1.17062e+09     -99.8703
  1.17094e+09     -98.6605
  1.17125e+09     -100.204
  1.17156e+09     -101.512
  1.17188e+09     -99.3228
  1.17219e+09     -100.294
   1.1725e+09     -101.401
  1.17281e+09     -103.208
  1.17312e+09     -98.9152
  1.17344e+09     -102.287
  1.17375e+09     -102.629
  1.17406e+09     -98.7042
  1.17438e+09     -102.479
  1.17469e+09      -97.916
    1.175e+09     -101.762
  1.17531e+09     -99.1807
  1.17562e+09     -99.8756
  1.17594e+09     -97.9041
  1.17625e+09     -104.072
  1.17656e+09     -99.6812
  1.17688e+09     -97.3422
  1.17719e+09     -98.4857
   1.1775e+09      -99.709
  1.17781e+09     -97.6784
  1.17812e+09     -98.9272
  1.17844e+09     -99.9413
  1.17875e+09     -97.2845
  1.17906e+09     -99.0898
  1.17938e+09     -98.1687
  1.17969e+09     -96.1591
     1.18e+09     -98.0242
  1.18031e+09     -98.9916
  1.18062e+09      -97.733
  1.18094e+09     -96.6092
  1.18125e+09     -98.3317
  1.18156e+09     -97.2776
  1.18188e+09     -96.6976
